기준시점,시도,자치구,행정동,총인구수,0~9세_비율,10~19세_비율,20~29세_비율,30~39세_비율,40~49세_비율,50~59세_비율,60세이상_비율
2023Q3,서울특별시,강동구,고덕제1동,23952,0.09385437542,0.1596943888,0.08320808283,0.1029559118,0.2212341349,0.141491316,0.1975617902
2023Q3,서울특별시,강동구,고덕제2동,22759,0.1056285426,0.1032119162,0.09191968013,0.1502262841,0.1937255591,0.1410870425,0.2142009754
2023Q3,서울특별시,강동구,길동,44627,0.0459811325,0.05926905237,0.1419096063,0.1605978444,0.145898223,0.1589396554,0.2874044861
2023Q3,서울특별시,강동구,둔촌제1동,62,0.01612903226,0.08064516129,0.1129032258,0.1612903226,0.1935483871,0.1612903226,0.2741935484
2023Q3,서울특별시,강동구,둔촌제2동,24269,0.0612303762,0.07791833203,0.1292595492,0.1514689522,0.1451646133,0.1609460629,0.2740121142
2023Q3,서울특별시,강동구,명일제1동,25319,0.08080887871,0.09249970378,0.1087325724,0.1487420514,0.1635135669,0.1542319997,0.2514712271
2023Q3,서울특별시,강동구,명일제2동,17187,0.05533251876,0.1395240589,0.1247454471,0.1081049631,0.1728050271,0.1558736254,0.2436143597
2023Q3,서울특별시,강동구,상일제1동,39288,0.1170586439,0.1200111993,0.0885257585,0.131719609,0.2039299532,0.1382355936,0.2005192425
2023Q3,서울특별시,강동구,상일제2동,11822,0.08729487396,0.1148705803,0.1322957198,0.141515818,0.1509896803,0.1488749789,0.2241583488
2023Q3,서울특별시,강동구,성내제1동,19513,0.06990211654,0.08256034439,0.1282222108,0.1532824271,0.1666581254,0.1511812638,0.248193512
2023Q3,서울특별시,강동구,성내제2동,23089,0.03737710598,0.04504309411,0.1604227121,0.1823812205,0.134263069,0.1492485599,0.2912642384
2023Q3,서울특별시,강동구,성내제3동,22472,0.04521181915,0.06719473122,0.146003916,0.1477839089,0.1500978996,0.1699003204,0.2738074048
2023Q3,서울특별시,강동구,암사제1동,33893,0.05186911752,0.06986693418,0.1279320214,0.1451037087,0.1524208539,0.1709792583,0.2818281061
2023Q3,서울특별시,강동구,암사제2동,14894,0.07815227608,0.0670068484,0.1178998254,0.1803410769,0.1553645763,0.1504632738,0.250772123
